emotion,sentence
Negative,ghét nhất kiểu tôi quen ông này quen bà kia . nhìu cha có cái nón bảo hiểm không đòi được bị bắt cái gọi điện thoại nhờ người quen . có bạn kiểu đó phiền quá
Positive,con lai xinh phết ??????
Positive,đây là câu khuyến mại điểm :)
Positive,con này chăm sóc n là n bao đẹp ><
Positive,béo tí đáng yêu mà =))
Positive,dm cưng vlll =)))
Positive,per kết truyện chất ghê :))))))
Negative,ai sẽ cùng tôi mang nỗi đau này cơ chứ
Negative,khóc vãi 😭
Negative,có duyên nhưng không có phận ... người ở lại vẫn luôn là người đau nhất !
Negative,tao bị quỳ cột cờ mới ác . cả trường biết mặt luôn . nhục vãi
Negative,chắc hẳn trước kia em bị đối xử tồi tệ lắm nên mới vậy :(
Negative,tôi khóc lun ... huhu
Negative,lũ này cho nghỉ việc thay người khác còn bao nhiêu người đi xin việc kìa xử phạt rhì trẻ cũng đã ăn rồi lũ mất nhân tính
Negative,"đọc bình luận không thấy ai khen cute dễ thương đáng yêu này nọ nữa nhỉ :))))) một ngày đẹp trời bạn ra ngõ đứng hít không khí , con mèo sẽ kệ mẹ bạn , con chó vẫn sẽ đi đái bậy , nhưng con một lằn này thì đéo , nó phi con mẹ nó ra dí chạy như một con điên"
Negative,per suốt ngày bắt người ta đi tập gym nè >.<
Negative,nó chi ̉ muô ́ n tâm sư ̣ chư ́ thi ́ ch me ́ o đâu ma ̀ thi ́ ch
Negative,"phục nhất ông cưa móng tay mà không cần đeo bao tay và đeo khẩu trang , gặp tao là tao ói ngay từ khi thấy bộ móng này rồi ."
Negative,"đang làm nhiệm vụ mà cứ léo nhéo thế nhỉ , để cho cán bộ gọi về cho chỉ huy đi"
Negative,bớt chọc điên tao và bớt leo lên đầu tao ngồi 🙂 hãy để yên cho tao hiền 🙃
Negative,nếu đồng nghiệp của bạn hãm vãi thì cũng nên đăng xuất đi hiền hana
Negative,"lại 1 đứa nghĩ trump chỉ làm trò , haizz"
Positive,tạm biệt ông cám ơn tất cả những gì ông đã làm cho vn
Positive,tao mừng quá vì tao biết chắc chắn hôm nay crush của tao không bị thịt . ahihi .
Positive,cái gì vui vậy mọi người :))
Positive,ối dồi ôi ! như con lợn hồng vậy ! haha
Negative,chạy ngay đi 😱😱😱 sợ quá .
Negative,sợ vãi
Negative,per ly trà sen của anh đem qua có ngày nó thành như v đó 😭😭 hức hức ...
Negative,nhưng mà từ giờ trở đi đéo được tiếp xúc rồiii
Negative,muộn rồi :)))
Negative,dẫu hiên ngang giữa đất trời gặp con vợ đểu thì đời cũng xong
Negative,"trung thu là tết thiếu nhi , yêu đường gì liên quan ở đây .. gấu với chả bò"
Negative,dkm bọn này thất đức thật
Negative,bà này khác gì lũ đa cấp đi lừa đảo đâu sao không cho vô tù
Negative,đã bảo bố mà mật vụ rồi ! hỏi lằm hỏi lốn
Negative,nhà nào nuôi nó mà ác thế
Negative,bất cái con cặc . 21 cái trung thu tao vẫn 1 mình . tao có thấy bất hạnh đâu . khẩu nghiệp
Negative,per bây giờ thì không nói nhưng mà cảm giác phủ nhận vai trò bà thảo ngày xưa . vl không chị đọc thấy viết khập khiễng quá :)))
Negative,con cháu thằng nào ra đường mà không dạy thế
Negative,cái máy không có lỗi lỗi ở mấy lão kỹ sư trắc địa
Negative,chị dâu thì vãi rồi
Negative,quá sàm
Negative,cô ngu như lợn 😒😒😒
Negative,không có đạo đức nghề nghiệp rồi :)))
Positive,dăm ba cái nồi này sao nấu ngon bằng cơm điện nhà tao được . kaka
Positive,mùa hè không nóng đây rồi
Positive,chúc bạn có một ngày vui vẻ 😳
Positive,rất vui mừng khi ông ấy rời việt nam an toàn tuyệt đối ....
Negative,"gặp cái này "" sun "" mẹ nó vào ... :))"
Negative,càng thân thiết khi quay lưng càng đau lòng .
Negative,khổ nhất người có bầu
Negative,"ngày em đến anh mất ngủ suốt mấy đêm vì vui sướng , ngày em nói dừng lại nước mắt anh rơi trên đường chạy về nhà"
Negative,làm công nhân đã khổ rồi mà tụi nó còn nỡ lòng nào hại người ta nhắn tin
Negative,chân tao không đu ̉ da ̀ i đi ̉ đi con đươ ̀ người na ̀ y :((((
Negative,xài vietcombank sinh nhật cũng không được chúc luôn :((
Negative,bài mà từng nghe khi tổn thương lần đầu
Negative,mặt tao như này ai mê cho nổiiiii
Negative,"trách nhiệm của con mẹ giáo viên chủ nhiệm là lớn nhất luôn , đuổi con mẹ nó việc đi"
Negative,cho về hết chứ cứ lương không mà không làm thêm gì mà có nhà lầu xe hơi thì lấy ở đâu ???????? không phải đùn đẩy .... cho về hết bọn nó mới hết không tìm ra nguyên nhân .... không có sao phụ huynh dám nói ....
Negative,cho dân nhậu đi lùa 1 hôm thì đến con tép còn đéo còn nữa là hùm đất :))
Negative,"per nghe đồn mày yêu mèo , mà sao mày không đáng yêu :))"
Negative,định share cho mấy bạn trong list fr thêm động lực mà đọc bình luận xong đến tao còn thấy tụt mood 😌
Negative,nuôi kiểu gì mà lắm ve thế kia ?
Negative,có mấy con đi quán biết là bọn mày bỏ tiền ra thật đó nhưng làm người thì có văn hóa với ạ ... đcm xả rác đổ tùm lum rồi xé giấy ... nói chung là bọn nó đi cái chỗ đó như kiểu ở ngành luôn ấy ... tưởng bỏ tiền ra là làm cha làm mẹ người ta z đó .... mặt đẹp mà tính ở dơ
Negative,"chỗ đó không có , họ thấy lạ , chứ như tao lần đầu thấy trên internet tao cũng lạ , chửi gì ghê thế"
Positive,quan trọng là có per luôn tạo độ khó game cho tôi :))) và không thể thiếu sự trợ giúp của các anh em trong team 😂
Positive,bình tĩnh vãi_chưởng =))
Positive,điên khùng . nhưng hahahah . nhiều tiền quá mạ ơi
Positive,vừa lên dốc thấy crush cười =))
Positive,thề lun anh ấy rất kĩ thuật lun á
Positive,thật đúng đắn khi đã follow page này !
Positive,là mỗi buổi sáng thức dậy ta có thêm 1 ngày mới để yêu thương ❤️.
Positive,e lên mang câu chuyện này đi thi thách thức danh hài . rất duyên
Positive,cô quét đi cô cho cháu hốt về với =)))
Negative,tao cũng hao mòn nhan sắc như này
Negative,quay vào ô mất lượt :))
Negative,khổ thân em nó . ??
Negative,câu được chục con heo vàng chả được cái gì
Negative,cả người nhà người yêu cũng không đồng ý :((
Negative,ừ mỗi lần thế lần buồn kinh lắm mày ạ
Negative,các bạn nữ đập đầu vào tường chết hết rồi
Negative,"bạn bè nói chuyện cũng chụp post facebook , vui không ?"
Negative,phạt là đúng rồi
Negative,per khóc quá trời rủ họp lớp đéo thấy đâu
Negative,trẻ trâu chấp nó làm gì
Negative,camry nhập thường cán bộ . mà cán bộ anh em hiểu rồi
Negative,"vietcombank phục vụ tệ , phí cao , mang mác nhà nước nên vậy ."
Negative,"chăn lắm lông , bắp tay thì to ôi tuổi thơ của taoooo :33333"
Positive,"con nghiệt súc này mỗi lần tao đi đá bóng là 2 vợ chồng nó dí theo cắn bầm hết chân , thứ này thù dai kinh khủng , chiều nào nó cũng khởi động cho tao trước khi đá bóng ... con mẹ nó giờ tao lớn rồi , tay nghề nấu nướng cũng không tệ gặp mà dí theo là xác định tao quay nó vàng ương luôn =]]"
Positive,"làm bác sĩ sướng thật , bảo cở là cởi , bảo cưới là cưới . lắc đầu cái là cả nhà khóc ."
Positive,có gì đâu bé vậy mới cool đó anh thích 😉😉😉
Positive,per đây . cô gái bán hàng thú vị đây . phải xem cho hết
Negative,t đã cố tình che mặt nhưng vẫn giật mình
Negative,anh ấy không thương tao
Negative,lâu rồi không được nhìn nụ cười ấy
Negative,đoạn phim này tốn khá nhiều nước mắt của người xem
Negative,có tiền chưa chắc đã ngọt nhưng nếu không có tiền chắc chắn là đắng .
Neutral,"trời ơi , tin được không ????"
Neutral,"wow , đẹp dữ vậy à hehe"
Negative,"băng băng cái lol , chưa đóng vào mặt nhau là may rồi"
Negative,nó đi theo gái thì co
Negative,cứ thải trực tiếp ra sông thì có xử lý công nghệ mặt trăng cũng bó tay
Negative,"tao bảo 99 , 99999 % là mấy ông ngoài bắc và kiểu chửi này cũng ngoài bắc vì tao cũng bị chửi vậy khi còn bé . h thì bình thường nhưng nghĩ lại buồn chứ không vui đâu tụi bay . ngoài bắc cách giáo dục là miệt thị . ko đồng ý"
Negative,"lừa đảo có quy mô đủ để truy tố hình sự rồi nhé , 5 triệu liệu có đủ sức cho chúng sợ không ?! hay là chúng mày lại bị cái chùa ba vàng mua hết nhân tính rồi ?"
Negative,no ́ xâ ́ u tao thi ̀...
Positive,cài lò xô huyền thoại
Positive,con gái chả thế :)))) con trai đi dume mày có nhận hàng không
Positive,"per thể loại mới nè , có vẻ phê"
Positive,tuổi thơ của tôi cũng từng có 1 người c . trai bỏ mặc tất cả để bảo vệ tôi 😘😘😘😘
Positive,"per một thời mình ở bên nhau 😘😘😘😘, nhớ ghê"
Positive,chính xác là con gái xinh auto đáng yêu =))))
Positive,"kết nhất cái điệu "" xời quá là điều bình thường luôn """
Positive,thớt là gu của tôi :))) yêu quá hiuhiu
Positive,có ai luyện mới được như mình không dạ
Positive,vừa thấy thương vừa buồn cười vãi :)))))))
Positive,hi vọng câu chuyện admin vừa bịa ra giúp các bạn có thêm niềm tin trong cuộc sống 😂.
Positive,ờ tao tao thông minh thiệt đã dừng lại đúng lúc
Negative,rất nguy hiểm nhé nhảy không qua là xác định dập mặt
Negative,ngày xưa mẹ tao dạy ở miền núi . năm tao học lớp 3 lần đầu tiên lên trường với mẹ . đaumoa mấy con ngỗng mất dạy rượt tao leo lên cây phượng cao chót vót cả tiếng không dám xuống .
Negative,"tuổi thơ của tao sợ nhất là con này , không làm gì mà nó cũng rược , suốt ngày thì kêu um sùm"
Negative,"hồi nhỏ bà mày có cho một con ngỗng mình tự tay nuôi nó . từ ngày đó nó đeo mày như chó mèo vậy . nhưng khi lớn nó lại mắc bệnh mà mất . giờ cũng hơn 4 , 5 năm rồi những nhớ nó lắm 😓"
Negative,thương em :(
Negative,cầu cho chú luôn mạnh khoẻ ạ 😢
Negative,nhìn mặt con chó tội vãi
Negative,"từ nay sẽ không cap màn hình ib nưa , thật tội lỗi tội lỗi"
Neutral,chời ơi gì vậy ở giây thứ cuối cùng anh em nha :)))
Neutral,woa ... dài dữ ..😃😃
Neutral,t tưởng móc được mớ vụn ra là hết rồi . ai ngờ còn 2 cục đựu má chà bá
Neutral,ảnh này tao thấy mày đăng mấy lần rồi đó admin
Negative,ngu cho chết chứ nói con cặc gì
Negative,page rẻ rách đĩ mẹ tao bỏ theo dõi súc sinh cận bả xã hội dcm 18 đời nhà mày :)
Negative,nhốt hết mấy thành phần hát karaoke đấy vào sọt đi trời
Negative,uổng phí công sức bao người !
Negative,súc vật dume
Negative,thế không tính vậy thì muốn cái bệnh viện thành mẹ cái bãi giữ xe à :))
Negative,nó ngáo đá . nay nó leo cột điện . mợ cứu nó xuống mai nó làm vài mạng người
Negative,ở việt nam mà vác dao rạch tại chỗ thể này người nhà nó chả đấm cho sưng mõm rồi 🌝
Negative,lại ngáo đá rồi
Negative,cải ngu lắm ... chưa ai ngu như cải tao thì không yêu đi yêu đứa vừa béo vừa lắm lông
Negative,"suốt ngày sân si , chia bè phái bốc phốt nhau mà khi nghe chia lớp theo tn - xh lại bảo buồn"
Positive,nhưng đảm bảo coi cái nào là cười sặc cái đó :)) vì nó diễn tệ đến nỗi nó hay
Positive,"chia sẻ cho anh em , haha"
Positive,bình yên thật
Positive,"các chuỵ của iemm hoang sury lưu cẩm ly vui quá cơ , ghét nhau lắm có yêu thương gì đâu 😆😁😁😁"
Positive,giờ mới hiểu tại sao lúc đầu nhà hàng không cho đặt chỗ ..... má nó li hôn 3 lần rồi lần nào cũng phải giảm giá 30 % nó ly hôn thêm vài lần nữa chắc sập bà nó tiệm
Positive,ra sông mò đồng xu cùng ông anh hàng xóm được khoản kếch xù :)))
Positive,lại được làm thêm quả nhà nữa . ngon
Positive,phim chuẩn chưa này =))))
Negative,hú hồn chim én :) nào làm ra này chắc cũng ngáo dữ :) chắc add không sợ nhện :)
Negative,ám ảnh đến bây giờ 24 tuổi vẫn sợ ngỗng :)))
Negative,phận làm trai nào sung sướng gì 😂
Negative,"per như một cú tát vào mặt , đau lòng quá đi"
Negative,mình thiì chưa năm nào được trọn vẹn
Negative,bộ phim đầu tiên làm tao khóc thành tiếng
Neutral,per lật kèo luôn à ??
Negative,mấy ai hiểu được ý nghĩa mà cứ chửi như đúng rồi :))))
Negative,mày không phải nhảy vào mồm tao như thế . nhảy vào là tao cạp cạp cạp ...
Negative,"khiếu nại cái gì khi cả bọn nó bao che cho nhau làm lớn thì sợ ảnh hưởng tới bộ giáo dục cho lên chúng sẽ ?,"
Negative,nhìn thấy ghét ...
Negative,tripod dựng cao lên để chụp thì thần kinh chỗ nào :) dume ghép video đếu xem mà chèn tiêu đề như con cặc ấy
Negative,tỏ tình cho nó biết thôi chứ yêu đương gì tầm này :(((
Negative,"con gái ăn nói kiểu gì vậy trời , mình rất ghét con gái nói tục chữi thề"
Negative,mập mà xinh nó sẽ khác mập và xấu - _ -
Negative,có mà đầy người như vậy ý ... ăn vô máu họ rồi
Positive,chắc phải 6 năm chưa nấu kiểu này rồi trước nấu hôm đầu cơm dẻo ai cũng khen ngon
Positive,dễ thương kinh khủng . bởi vậy mới nói mấy đứa yêu nhau là lầy nhất
Positive,ngày trước mình qua singapore cũng vậy . dư hành lý 2 chi em mă ̣ c 4 bộ lên người kkk
Positive,đậu . tao mê nhất là giọng tuy hòa phú yên . nó luôn mang một ấn tượng sâu sắc . nghe cứ thích thế nào ấy
Positive,thông minh vãi
Positive,haha cứ lên xuống thấp thỏm kìa ..
Positive,nhỏ ngầu lớn lên nhìn bê đi =)))
Positive,per ngồi ôm bụng cười và liên tưởng đến nhiều nhân vật
Positive,"xem tới xem lui không biết bao nhiêu lần , nhưng đều có cùng cảm xúc mỗi lần xem lại . một bộ phim tuyệt vời 👍"
Positive,trời . cưng chết được
Positive,thế mới làm nên nghiệp lớn chứ
Positive,độc nhất vô nhị . kkkk
Negative,đừng ai lấy cả hộp kẹp của anh ý nhé :(((
Negative,sởn gai ốc với chị ấy
Negative,đm nhậu say gặp cái cầu lol này chắc tao nằm xuống mẹ cho rồi per
Negative,"chán thật , dạo này hồi xuân hay sao đọc mấy cái kiểu này ấm lòng vãi :("
Negative,xem xong tôi cảm thấy còn u ám hơn :))
Negative,đau bụng quá ự ự
Negative,hồi đó tao lấy cái đó kẻ tập luôn kiểu làm màu mè cho đẹp xong lên trả bài bị bà cô trừ điểm ????
Negative,"anh luôn nghĩ thế giới này không có gì đáng sợ , cho đến khi anh không còn thấy em nữa"
Negative,per trung thu đéo liên quan đến việc có gấu cho lắm bạn nhể .... nhưng mà lễ gì cũng thế thì đúng là bất hạnh mà huhu
Negative,buồn thay cho lớp tao
Negative,mình toàn làm ba mẹ buồn
Negative,😭😭😭😭😭😭
Negative,hk động chạm nó cũng dí sấp mặt luôn rồi . dm . 😌
Negative,ai ngu như mày
Negative,bọn tiếp tay cho kẻ giết người
Negative,"từ không tật nguyền , trở thành tật nguyền để nuôi mấy cái không đáng :))))"
Negative,"còn là học sinh nhưng tố chất lừa đảo đĩ điếm đã thể hiện ra rồi , nếu nó muốn nổi tiếng , thì đưa mặt nó lên đi thớt"
Positive,per chị ơi còn học được cả tiếng anh nữa luôn này :v hịn quá
Positive,chúc mày mau khoẻ nhá chủ thớt ạ =))
Positive,per vậy cug nghĩ ra được haha
Positive,nhớ lần nấu cơm thần thánh này không ? per chỉ là mải nghịch nước thôi mà …
Positive,per muốn coi cái khúc vẩy xong rồi dừng lại làm sao ấy . kkkkk
Positive,"lớp 2 xí mót được cái chong chóng , bán lại cho thằng hàng xóm 500d ."
Positive,bây giờ gọi hành hiếmkkk
Positive,nụ cười của crush kích thích vãi :))))))
Negative,chuẩn bị prayforparis thôi 23 tuần kể từ khi phe áo vàng làm loạn rồi mà vẫn chưa dẹp được .
Negative,"cũng tùy , đôi khi không cần vật chất mà chỉ cần động viên , san sẽ những khi con mình vấp ngã hay khó khăn trong cuộc sống thì ..."
Negative,không hiểu sao xem đi xem lại bao nhiêu lần vẫn khóc được
Negative,bộ cuối nhìn đau lòng thật :(
Negative,bó tay luôn á
Neutral,làm sao mặc áo được ta 😂😂
Negative,con lợn kia sao đập vào đầu vợ bé của tao =))
Negative,không phải bồ tao chớ bồ tao thì sống chết tao cũng cho mỗi th mỗi nhát
Negative,thân gửi mấy má bán combo quà độn xốp với mấy cha có ý định tặng 😂😂
Negative,kinh dị vãi
Negative,khá trẩu =)))
Negative,bọn chưa tiến hoá hết này ... cặn bã
Negative,"mút này mình xịt nước cho nó mềm ra , lấy chổi đùa đùa lại quét tới lúc nghỉ việc luôn quét cũng chưa xong nha , thứ nl"
Negative,thế mà cô yến bị phạt có 5 triệu :v
Positive,phải chi có người yêu nhắn tin ngọt ngào như này
Positive,"kỳ nghỉ hè muộn của anh mà , xõa hết đi anh ."
Positive,per có sub rồi nè . má coi đi coi lại vẫn mắc cười . với đưa anh stk đi
Positive,thường thôi . hồi nhỏ tao nấu kiểu này hoài . nấu lun cái bếp nhà chú
Positive,"muốn hun , muốn ngắt , muốn nhéo , muốn tán vào cái mặt nó ghê , yêu vãi ??????"
Positive,t chỉ muốn khoe là tao vẫn được nghỉ 1 tuần nữa =)))))
Negative,ukm . nguy hiểm thật :'<
Negative,sao không cắt móng chân cho em ... nhìn mặt cute mà thấy móng chân em sợ phết
Negative,"per trừ điểm , trừ điểm"
Negative,e quê bg mà mùa vải còn không có vải mà ăn @@@
Negative,nta vẩy tay mấy cái cũng ra tranh còn tao thì 😪
Negative,"ở mình bà đéo ông đéo nào cũng muốn dậy đưa giỏi , đứa ngu hay nghịch tý là ông bà ý làm ầm lên ."
Negative,"thằng nào nói câu : thế thì đừng làm nghề này . v nếu không có người làm nghề này thì ks sẽ mở cửa cho chúng mày vô àk , người có ăn học có ý thức sẽ không nói ra câu đó ."
Negative,chủ tịch giả làm nhện và cái kết . đừng bao giờ xem thường người khác .
Negative,hỏng rồi . dùng đồ như phá
Negative,do kiếp trước mày nghiệp nhiều quá lên giờ phải trả thôi
Negative,hic . nhiều khi thấy bả ngu thiệc chứ kp đùa 😂
Negative,đã hói lại còn mắt thâm
Negative,ý bảo mày treo cao vãi đấy . hạ tiêu chuẩn thấp chút bằng cách ngồi xa sóng ra đi tml .
Positive,cuối cùng tao cũng được xem hết mấy cái video mà trước đọc comt đéo hiểu gì 🤣🤣
Positive,chữ tao từ lớp 3 đã kiểu như thế nào và còn đẹp hơn nhé .
Positive,"đẹp quá mày , còn không cho tao xin ít"
Positive,"cha quay phim cũng không phải dạng vừa , mẹ diễn viên thần thái vãi"
Positive,đáng yêu quá ! tình yêu ông bà thật đẹp !
Positive,thèm được bố chửi 1 lần 🤤🤤
Negative,"xã hội thật phức tợp , huhu . không muốn sống chung loài người nữa , tao về núi đây"
Negative,thằng nào sửa xe này dễ đau tim mà chết lắm . :)). nhất là những thằng sợ rắn .
Negative,chắc kiếp trước gieo nghiệp kiếp này phải gánh thôi
Negative,per tiếc cái gì đấy bố nó
Negative,cảm thấy sợ mấy thứ suy nghĩ cổ hủ của người lớn :(
Negative,"mình nghĩ sẽ không bao giờ là một thương hiệu quốc gia , là khát vọng về cà phê vn nữa ..."
Neutral,vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe máy à
Negative,hỏi lồn gì lắm thế
Negative,"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ???"
Negative,dm đã mải đạp xe rồi còn hỏi hoi cái lol gì vậy ????
Negative,dm kiện cho đi tù chết mẹ đi
Negative,chửi thì chửi . mà cái giọng của anh dọn phòng nghe trổi tai thật .
Negative,nhìn mặt thấy hãm buồi rồi .
Negative,ý thức của thằng lái xe đấy kém quá cho lên nó phải chả giá bằng tiền mặt thôi . không có gì phải chách ai cả .
Positive,phim xem hay ... nhẹ nhàng tình cảm ... và cười vkl
Positive,cặp nay dth ghê luôn 😍
Positive,coi thôi cũng đủ nghiện rồi 💋
Positive,"má .., ruồi bay qua táp chết tươi :)))"
Positive,giòi béo lắm :))
Positive,đồng nai mùa chim nướng yên xe kaka
Positive,"chồng biết không , hihi"
Positive,đố ai định nghĩa được tình yêu . có khó gì đâu một buổi chiều . nó chiếm hồn ta bằng nắng hạ . bằng mây nhè nhẹ gío hiu hiu 👏
Positive,per nói bao nhiêu lần cũng không thấy đủ ... em yêu anh
Negative,đi đường buổi đêm nhìn thấy hãi vãi ??
Negative,tao coi tao sợ nó lọt quá bây
Negative,:))) 1 phần của bài quyền là phải gẫy gậy và té sấp mặt luôn để đỡ bị đối phương đâm lòi phèo
Negative,"bây giờ con đã sai vì đã chưa làm gì được cho cha , con thật sự xin lỗi cha và mẹ ,"
Negative,năm nay vào quán net ngồi cho đỡ phải nhìn .....☺️
Negative,sao nỡ lòng nào khiển trách bác ấy . còn họp kiểm điểm nữa . tội quá .
Negative,thế này lại thành xây nhà cho nhà hàng xóm rồi 😰
Negative,"đấy , nó đấy . con tim tao đau quá ."
Negative,nước mình chả í thức gì cả xả rác bừa bãi để trôi rác đầy đường thể này thật buồn
Negative,rụng tim 😭
Negative,nhưng nó sẽ to và rộng ra :(
Negative,một sinh vật xinh đẹp và hiền lành . tiếc cho nó quá
Neutral,a cũng ở trong đây à
Neutral,sao có thể ngây thơ đến vậy được nhỉ
Neutral,mặc váy kìa . thời trang ? hiện đại quá
Negative,"chửi nhau , ghét nhau , nói xấu nhau dcm"
Negative,mày xây luôn đi chắn biển cho tao . xây xomg muốn viết lồn gì thì viết
Negative,chỉ thấy mất dạy
Negative,bẩn vãi
Negative,"bờ biển thì rộng , có những chỗ mày viết có thể rất lâu sau mới bị lấp đi tại sao chọn chỗ khó khăn nhất vậy . thảo nào đéo bao giờ có người yêu :))"
Negative,mà ô chủ xe cũng ngu vãi . mất công đậu thì đậu hẳn ra giữa đường day . để cho nó đỡ mất công về lại phải mất công đi đại tu
Negative,đéo hề dễ thương khi nó cười với đứa khác :))
Negative,thì đã sao ? miếng cơm nghề nghiệp người ta . nếu như không thích quay thì lên đòi ban tổ chức ấy hoặc đừng có mà chơi bóng chứ đâu ra cái kiểu bố đời ấy
Negative,lead mới vô nghề còn non thì tuổi lol gì chống lại lead lâu năm
Positive,per tập gym đi mày có người yêu đấyyyy =)))))
Positive,đem người đó ra biển cho biển cuốn đi lun .. hihii
Positive,nói thật :)) tao chỉ buồn cười khi chúng nó chia tay thôi :))
Positive,nhìn cái muốn cong :d
Negative,tuổi thơ tôi bị ám ảnh mấy con ngỗng này . mấy con màu xám cứ mỗi lần đi học ngang qua ngõ nhà hàng xóm là nó đuổi . tao lại chạy thục mạng . cứ phải đắn đo mỗi lần qua đó xem có chúng nó không rồi ù chạy như ma đuổi . haizz tuổi thơ tôi ....
Negative,per thể loại tao thích nè nhưng mày đi coi với tao nha không tao khóc thét rạp
Negative,nguy hiểm
Negative,hay bị giật khô trên đó rồi :(
Negative,per đau hơn chia tay người yêu nữa
Negative,douma đứng trong nhà cũng không yên cái thân
Negative,cô tiên béo quá .. 😅😅 giọng còn the thé nữa .. 😅😅
Negative,không lo chạy bo đi còn tạo sấm sét doạ người lứa
Negative,mắc dại thiệt chứ
Negative,toàn bọn lùn haizz
Negative,đm lúc tao học đến chương đó nguyên tiết bà cô toàn chia sẻ kinh nghiệm chuyện tới tháng 🙂 đéo thú vị được như vầy :vv
Negative,nóng thế này cái thứ mày cho cũng không ăn
Negative,dân trí thấp thế thì bao giờ mới phát triển đất nước được
Positive,"cũng chuẩn , giờ khởi nghiệp vậy phá sản chỉ mấy tháng đầu"
Positive,hơi bị nhanh trí :))
Positive,per hôn nhẹ lên má nha 🤣
Positive,may mà còn gỡ lại được 1 miếng sắt lớn của tàu hỏa nó bung ra nên bán đi cũng đỡ được vài đồng . kaka
Positive,"per mày ơi trò này lợi hại nè áp dụng ngay :"")))"
Positive,em chờ được mà 🙂
Positive,3 thằng ngốc . xem ý nghĩa lắm
Positive,bà ngoại của em đáng yêu hơn thế này nhiều
Positive,muốn được đi một lần 😆😆😆
Positive,còn 1 tháng nữa thôi khép lại những ngày tháng vui buồn nhưng luôn có người bên cạnh sẻ chia không lo lắng của tuổi thanh xuân cái tuổi đẹp nhất của cng
Positive,cười đau ruột 🤣🤣🤣
Negative,trích mà như vầy rồi . sao dám coi phim đây 😢
Negative,ôi không đừng vậy mà :((
Negative,"không được uống đã đành , ngồi dọn sấp mặt luôn , như con cáo và chùm nho xanh per"
Negative,trông tội vãi
Negative,ủa mắc gì gỡ fan cứng của em ? huhu
Neutral,quả mặt dễ thương dữ vậy
Negative,đéo được tích sự gì 😂
Negative,"móa , thiệt chứ tụi này nuôi làm gì vậy nhỉ ?"
Negative,bao giờ mua bánh tặng gấu thì tao mới mua nhá . ở đấy mà chê tao bất hạnh
Negative,"trung thu là ngày cho trẻ em chứ đéo phải ngày tạo ra trẻ em nhé . dume bọn có gấu tém tém lại , kiểm tra xem có thêm cái sừng nào không ?"
Negative,"dm tuổi thơ tao lại toàn ba thằng hãm lol , độc chép bài .... đùa đùa đéo cho chép chúng nó chửi sấp mặt luôn ☹️"
Negative,đkmm xuống đáy biển mà viết luôn đi thằng lồn =))
Negative,bảo sao đi đâu ai cũng ghét =))
Negative,con mèo đúng là cái đồ đáng ghét
Positive,per tao được làm fan cứng giống mày rồi 🤣
Positive,nơi ấy giữ lại những kí ức tuyệt vời
Positive,lớn lên sẽ rất đẹp chaiii ??
Positive,per bit cái nay không . hihi
Positive,đăng khoa lê lò dầu của mẹ nè anh 😘😘😘
Negative,"có lần ba tao mua bánh kem sinh nhật cho tao , lúc đấy tao 13t nhưng khi ba tao mua về thì lại là 15t 😶"
Negative,lại công cốc rồi . cả thế giới kì vọng
Negative,"per hay đó bro , trừ điểm bro chưa bao ăn :)) - 10"
Negative,"một lúc nào đó chúng ta sẽ không nói chuyện nữa , lúc đó có lẽ em thật sự đã buông bỏ được rồi ..."
Negative,nghĩ mà buồn vãi =))
Neutral,ko phải để xé giấy ak ?
Neutral,sao chúng nó dã man thế nhỉ
Negative,nó sale còn 225k là được rồi :))) lời quá còn gì . mẹ mày per bình luận chi để nó nhận ra chi v 😂
Negative,chờ mãi đéo thấy làm gì chán
Negative,chắc tao đấm chết mẹ nó quá 😠😠
Negative,"quỳ rồi chết ông chết bà chúng mày à ? tao hồi xưa đi học còn ăn cây như cơm bữa , véo tai mỗi ngày ? dume học thì ngu phá thì giỏi bắt quỳ là nhẹ rồi ở đó mà gáy con cặc"
Negative,đóng của trường đi bắt bỏ tù loai người xấu xa : ham lợi nhuận : lừa đảo phụ huynh lấy tiền
Negative,hẳn là không biết nhắn gì :)). thế thôi dẹp mẹ đi
Negative,đường của nhà nước co phải nhà cụ đâu mà kêu ca
Negative,à còn có thể loại con trai cắt tóc xong rồi tự soi gương xong khen mình đẹp trai mới vãi
Negative,"cái dòng ế mà dễ dãi , hứ tao khinh"
Negative,đm mưa đâu đéo thấy . nóng vãi
Negative,hãm lol nhưng thật lòng chứ còn hơn cứ tỏ ra trưởng thành mà bên trong thì như đồ bỏ đi
Negative,gì cũng được chứ yêu 1 người vô tâm thì đéo 🙂
Negative,nó quan tâm mày vì nó muốn mua chuộc mày để tán con bạn thân của mày
Positive,yêu thế
Positive,khớp vãi =))))))) mặt con bé
Positive,cười ị :v
Positive,per phim này thấy trailer hấp dẫn ghê 😁
Positive,mạnh vỗ tay 👏
Positive,haha con mấy cái video toàn đóng vào mỏ nhau không . cười tụt quần 🤣
Negative,"ngày xưa đi học gần trường có bày ngỗng , hôm nào nó cũng cà khía rượt tụi học sinh chạy sấp mặt luôn"
Negative,kinh khủng
